cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launch_date,end_date,staff_pick,spotlight,category,subcategory
2311,1673,Farrell and Sons,Synergized 4thgeneration conglomeration,198500.0,123040,failed,1482,AU,AUD,1970-01-01 00:00:01.598158800+00:00,1970-01-01 00:00:01.616562+00:00,False,True,music,rock
2821,2085,Clark Group,Grass-roots fault-tolerant policy,4800.0,12516,successful,113,US,USD,1970-01-01 00:00:01.595307600+00:00,1970-01-01 00:00:01.613973600+00:00,False,False,publishing,translations
2468,1672,"White, Singleton and Zimmerman",Monitored scalable knowledgebase,3400.0,8588,successful,96,US,USD,1970-01-01 00:00:01.595480400+00:00,1970-01-01 00:00:01.610949600+00:00,False,False,theater,plays
656,4426,Kramer Group,Synergistic explicit parallelism,7800.0,6132,failed,106,US,USD,1970-01-01 00:00:01.633755600+00:00,1970-01-01 00:00:01.636956+00:00,False,True,theater,plays
2791,3211,"Frazier, Patrick and Smith",Enhanced systemic analyzer,154300.0,74688,failed,679,IT,EUR,1970-01-01 00:00:01.593752400+00:00,1970-01-01 00:00:01.623906+00:00,False,False,publishing,translations
1527,3190,"Santos, Bell and Lloyd",Object-based analyzing knowledge user,20000.0,51775,successful,498,CH,CHF,1970-01-01 00:00:01.596603600+00:00,1970-01-01 00:00:01.621054800+00:00,False,True,games,video games
1891,2081,Hall and Sons,Pre-emptive radical architecture,108800.0,65877,canceled,610,US,USD,1970-01-01 00:00:01.606024800+00:00,1970-01-01 00:00:01.638684+00:00,False,True,theater,plays
580,3185,Hanson Inc,Grass-roots web-enabled contingency,2900.0,8807,successful,180,GB,GBP,1970-01-01 00:00:01.615701600+00:00,1970-01-01 00:00:01.630213200+00:00,False,False,technology,web
682,5044,Sanchez LLC,Stand-alone system-worthy standardization,900.0,1017,successful,27,US,USD,1970-01-01 00:00:01.628226+00:00,1970-01-01 00:00:01.630818+00:00,False,False,film & video,documentary
3097,1883,Howard Ltd,Down-sized systematic policy,69700.0,151513,successful,2331,US,USD,1970-01-01 00:00:01.634533200+00:00,1970-01-01 00:00:01.640498400+00:00,False,False,theater,plays
873,2067,Stewart LLC,Cloned bi-directional architecture,1300.0,12047,successful,113,US,USD,1970-01-01 00:00:01.606629600+00:00,1970-01-01 00:00:01.623387600+00:00,False,False,food,food trucks
1668,4604,"Arias, Allen and Miller",Seamless transitional portal,97800.0,32951,failed,1220,AU,AUD,1970-01-01 00:00:01.613282400+00:00,1970-01-01 00:00:01.635915600+00:00,False,False,games,video games
3076,3203,Baker-Morris,Fully-configurable motivating approach,7600.0,14951,successful,164,US,USD,1970-01-01 00:00:01.598158800+00:00,1970-01-01 00:00:01.612591200+00:00,False,False,theater,plays
3146,5758,"Tucker, Fox and Green",Upgradable fault-tolerant approach,100.0,1,failed,1,US,USD,1970-01-01 00:00:01.624338+00:00,1970-01-01 00:00:01.634965200+00:00,False,False,theater,plays
253,5755,Douglas LLC,Reduced heuristic moratorium,900.0,9193,successful,164,US,USD,1970-01-01 00:00:01.633496400+00:00,1970-01-01 00:00:01.643263200+00:00,False,True,music,electric music
3088,5150,Garcia Inc,Front-line web-enabled model,3700.0,10422,successful,336,US,USD,1970-01-01 00:00:01.600405200+00:00,1970-01-01 00:00:01.629262800+00:00,False,True,technology,wearables
393,4181,"Frye, Hunt and Powell",Polarized incremental emulation,10000.0,2461,failed,37,IT,EUR,1970-01-01 00:00:01.620622800+00:00,1970-01-01 00:00:01.627966800+00:00,False,False,music,electric music
2912,3006,"Smith, Wells and Nguyen",Self-enabling grid-enabled initiative,119200.0,170623,successful,1917,US,USD,1970-01-01 00:00:01.625806800+00:00,1970-01-01 00:00:01.634274+00:00,False,False,music,indie rock
478,4865,Charles-Johnson,Total fresh-thinking system engine,6800.0,9829,successful,95,US,USD,1970-01-01 00:00:01.602133200+00:00,1970-01-01 00:00:01.627016400+00:00,False,False,technology,web
1061,2862,"Brandt, Carter and Wood",Ameliorated clear-thinking circuit,3900.0,14006,successful,147,US,USD,1970-01-01 00:00:01.614924+00:00,1970-01-01 00:00:01.621400400+00:00,False,False,theater,plays
2957,6070,"Tucker, Schmidt and Reid",Multi-layered encompassing installation,3500.0,6527,successful,86,US,USD,1970-01-01 00:00:01.620363600+00:00,1970-01-01 00:00:01.640671200+00:00,False,True,theater,plays
2015,5300,Decker Inc,Universal encompassing implementation,1500.0,8929,successful,83,US,USD,1970-01-01 00:00:01.602651600+00:00,1970-01-01 00:00:01.627016400+00:00,False,False,film & video,documentary
1179,3486,Romero and Sons,Object-based client-server application,5200.0,3079,failed,60,US,USD,1970-01-01 00:00:01.601528400+00:00,1970-01-01 00:00:01.623474+00:00,False,False,film & video,television
2568,5989,Castillo-Carey,Cross-platform solution-oriented process improvement,142400.0,21307,failed,296,US,USD,1970-01-01 00:00:01.588654800+00:00,1970-01-01 00:00:01.622350800+00:00,False,False,food,food trucks
2869,2849,Hart-Briggs,Re-engineered user-facing approach,61400.0,73653,successful,676,US,USD,1970-01-01 00:00:01.615957200+00:00,1970-01-01 00:00:01.635310800+00:00,False,False,publishing,radio & podcasts
718,1612,Jones-Meyer,Re-engineered client-driven hub,4700.0,12635,successful,361,AU,AUD,1970-01-01 00:00:01.603515600+00:00,1970-01-01 00:00:01.618203600+00:00,False,False,technology,web
1211,3307,"Wright, Hartman and Yu",User-friendly tertiary array,3300.0,12437,successful,131,US,USD,1970-01-01 00:00:01.611900+00:00,1970-01-01 00:00:01.613196+00:00,False,False,food,food trucks
2431,5288,Harper-Davis,Robust heuristic encoding,1900.0,13816,successful,126,US,USD,1970-01-01 00:00:01.625202+00:00,1970-01-01 00:00:01.640930400+00:00,False,True,technology,wearables
468,6026,Barrett PLC,Team-oriented clear-thinking capacity,166700.0,145382,failed,3304,IT,EUR,1970-01-01 00:00:01.616216400+00:00,1970-01-01 00:00:01.618549200+00:00,False,False,publishing,fiction
1862,2212,David-Clark,De-engineered motivating standardization,7200.0,6336,failed,73,US,USD,1970-01-01 00:00:01.630558800+00:00,1970-01-01 00:00:01.640930400+00:00,False,False,theater,plays
2300,4591,Chaney-Dennis,Business-focused 24hour groupware,4900.0,8523,successful,275,US,USD,1970-01-01 00:00:01.623992400+00:00,1970-01-01 00:00:01.640930400+00:00,False,False,film & video,television
449,2771,"Robinson, Lopez and Christensen",Organic next generation protocol,5400.0,6351,successful,67,US,USD,1970-01-01 00:00:01.602046800+00:00,1970-01-01 00:00:01.634446800+00:00,False,False,photography,photography books
283,5682,Clark and Sons,Reverse-engineered full-range Internet solution,5000.0,10748,successful,154,US,USD,1970-01-01 00:00:01.627362+00:00,1970-01-01 00:00:01.635742800+00:00,False,True,film & video,documentary
2484,5368,Vega Group,Synchronized regional synergy,75100.0,112272,successful,1782,US,USD,1970-01-01 00:00:01.618462800+00:00,1970-01-01 00:00:01.633669200+00:00,False,True,games,mobile games
1490,3706,Brown-Brown,Multi-lateral homogeneous success,45300.0,99361,successful,903,US,USD,1970-01-01 00:00:01.592715600+00:00,1970-01-01 00:00:01.618376400+00:00,False,False,games,video games
186,4034,Taylor PLC,Seamless zero-defect solution,136800.0,88055,failed,3387,US,USD,1970-01-01 00:00:01.590037200+00:00,1970-01-01 00:00:01.611813600+00:00,False,False,publishing,fiction
2999,3209,Edwards-Lewis,Enhanced scalable concept,177700.0,33092,failed,662,CA,CAD,1970-01-01 00:00:01.642226400+00:00,1970-01-01 00:00:01.643868+00:00,True,False,theater,plays
2819,2384,"Stanton, Neal and Rodriguez",Polarized uniform software,2600.0,9562,successful,94,IT,EUR,1970-01-01 00:00:01.595134800+00:00,1970-01-01 00:00:01.614492+00:00,False,False,photography,photography books
2105,3074,Pratt LLC,Stand-alone web-enabled moderator,5300.0,8475,successful,180,US,USD,1970-01-01 00:00:01.589086800+00:00,1970-01-01 00:00:01.619931600+00:00,False,False,theater,plays
1324,2031,Gross PLC,Proactive methodical benchmark,180200.0,69617,failed,774,US,USD,1970-01-01 00:00:01.585026+00:00,1970-01-01 00:00:01.615442400+00:00,False,True,theater,plays
1952,5873,"Martinez, Gomez and Dalton",Team-oriented 6thgeneration matrix,103200.0,53067,failed,672,CA,CAD,1970-01-01 00:00:01.614751200+00:00,1970-01-01 00:00:01.623819600+00:00,False,False,theater,plays
2404,5501,Allen-Curtis,Phased human-resource core,70600.0,42596,canceled,532,US,USD,1970-01-01 00:00:01.599973200+00:00,1970-01-01 00:00:01.631854800+00:00,False,False,music,rock
990,3489,Morgan-Martinez,Mandatory tertiary implementation,148500.0,4756,canceled,55,AU,AUD,1970-01-01 00:00:01.616475600+00:00,1970-01-01 00:00:01.638770400+00:00,False,False,food,food trucks
1459,4210,"Luna, Anderson and Fox",Secured directional encryption,9600.0,14925,successful,533,DK,DKK,1970-01-01 00:00:01.602306+00:00,1970-01-01 00:00:01.626152400+00:00,False,False,film & video,drama
1106,6151,"Fleming, Zhang and Henderson",Distributed 5thgeneration implementation,164700.0,166116,successful,2443,GB,GBP,1970-01-01 00:00:01.626498+00:00,1970-01-01 00:00:01.642485600+00:00,False,False,technology,web
1488,6047,Flowers and Sons,Virtual static core,3300.0,3834,successful,89,US,USD,1970-01-01 00:00:01.603170+00:00,1970-01-01 00:00:01.635829200+00:00,False,True,theater,plays
2107,5445,Gates PLC,Secured content-based product,4500.0,13985,successful,159,US,USD,1970-01-01 00:00:01.594270800+00:00,1970-01-01 00:00:01.621314+00:00,False,False,music,world music
2660,5493,Caldwell LLC,Secured executive concept,99500.0,89288,failed,940,CH,CHF,1970-01-01 00:00:01.627016400+00:00,1970-01-01 00:00:01.627448400+00:00,False,True,film & video,documentary
2647,6036,"Le, Burton and Evans",Balanced zero-defect software,7700.0,5488,failed,117,US,USD,1970-01-01 00:00:01.608876+00:00,1970-01-01 00:00:01.638424800+00:00,False,True,theater,plays
565,2368,Briggs PLC,Distributed context-sensitive flexibility,82800.0,2721,canceled,58,US,USD,1970-01-01 00:00:01.616475600+00:00,1970-01-01 00:00:01.618376400+00:00,False,True,film & video,drama
2713,1501,Hudson-Nguyen,Down-sized disintermediate support,1800.0,4712,successful,50,US,USD,1970-01-01 00:00:01.586235600+00:00,1970-01-01 00:00:01.613282400+00:00,False,False,publishing,nonfiction
